44,51,23,7
44,1,1,1
61,78,13,10
19,5,3,3
98,71,16,12
53,4,3,3
80,82,12,4
90,13,11,9
31,37,8,9
38,4,2,2
47,79,38,25
63,18,12,10
27,34,23,14
50,5,2,2
42,28,26,6
84,11,6,7
60,51,26,8
20,3,1,2
43,47,6,11
64,16,9,7
41,53,23,7
20,1,1,2
84,70,11,6
34,8,6,6
48,26,24,15
85,27,14,12
35,29,22,11
56,10,8,6
36,44,23,7
41,8,5,5
87,55,19,19
27,2,1,1
60,96,15,11
19,2,1,1
63,49,45,12
42,8,5,4
48,47,5,5
27,5,2,3
30,36,16,10
30,8,4,3
41,56,14,8
75,8,2,1
61,91,31,21
32,9,6,5
24,27,5,8
53,0,1,1
48,50,6,5
50,5,2,2
97,91,43,7
26,1,1,1
72,71,20,18
78,9,3,2
60,104,59,18
35,8,5,5
37,38,9,17
35,4,2,3
21,33,10,12
58,8,3,1
22,25,7,10
32,2,2,2
46,84,8,11
34,8,4,3
88,68,23,9
24,2,1,1
47,71,11,10
30,2,1,1
42,36,15,8
62,8,5,5
47,41,11,9
34,1,1,1
67,96,57,10
41,3,1,1
97,70,51,13
24,3,2,2
64,75,35,19
55,15,11,10
63,74,13,10
88,9,6,6
47,64,21,7
29,1,1,2
43,65,14,13
51,14,10,8
53,37,42,4
44,11,7,5
35,27,16,11
54,6,3,3
33,32,19,4
21,5,1,1
34,33,23,9
65,11,7,7
62,84,39,18
70,5,2,2
72,84,57,26
56,6,2,1
49,67,24,23
66,11,6,6
27,28,17,13
48,5,4,3
58,42,24,10
34,3,2,2
23,29,13,11
28,3,1,1
45,48,29,11
23,1,1,2
30,38,16,12
42,4,1,1
43,39,19,8
88,15,8,8
39,45,30,6
61,10,6,5
46,82,38,8
55,9,4,4
86,89,14,12
54,2,2,1
67,82,28,12
55,12,6,5
64,77,59,26
46,13,10,8
76,36,5,5
27,4,2,2
43,62,32,15
46,4,2,2
29,29,19,6
47,3,2,1
92,98,60,18
88,21,15,13
76,90,32,17
77,11,4,4
18,16,12,7
30,5,4,3
33,46,22,10
44,1,1,2
61,53,32,11
48,4,2,3
63,44,24,9
53,15,9,7
107,81,33,8
108,15,13,12
71,62,29,10
77,14,6,5
85,83,4,13
51,1,0,1
75,59,26,17
32,0,1,1
83,61,7,8
38,3,2,1
23,30,6,10
35,1,1,1
31,45,21,7
22,4,2,2
51,81,9,14
35,5,4,3
59,73,9,9
77,18,10,8
78,55,23,11
43,7,5,4
80,69,16,12
89,21,16,13
35,50,25,10
64,20,12,9
47,47,5,5
51,1,1,1
43,61,22,9
40,3,1,1
68,58,27,9
26,3,2,2
52,42,15,10
49,0,1,2
87,69,44,12
78,9,6,5
70,79,26,11
34,4,2,3
59,75,7,14
29,2,1,1
77,51,7,8
95,30,19,15
62,75,62,9
88,25,19,16
78,88,13,18
53,6,3,3
52,42,24,8
44,13,10,9
75,85,29,9
41,3,2,2
82,97,63,41
67,9,4,3
21,38,4,7
52,3,2,2
29,26,8,17
68,19,11,10
78,52,45,11
28,1,1,1
81,70,18,14
69,11,5,4
66,54,44,9
62,13,9,7
54,59,40,7
54,6,3,2
66,66,21,22
19,2,1,2
18,20,7,3
91,13,9,6
75,102,25,3
75,14,10,8
53,73,30,18
29,3,2,2
77,83,35,11
32,3,0,1
72,85,20,11
60,20,14,12
32,44,29,13
74,10,8,7
83,100,32,14
35,0,1,2
21,30,19,6
48,6,2,2
80,58,40,9
98,23,18,16
44,38,23,14
22,3,3,2
52,39,27,11
100,22,17,14
61,59,10,6
64,13,10,9
45,41,20,10
76,10,8,8
85,117,39,11
29,3,1,1
47,61,15,7
31,1,1,2
47,87,18,13
33,3,1,2
80,77,14,14
28,2,2,1
35,47,21,7
25,7,5,4
45,65,37,20
20,1,1,1
49,50,14,14
37,3,2,2
75,66,33,7
58,9,5,4
24,39,22,8
26,3,2,2
32,30,13,6
84,21,16,13
62,46,18,4
88,16,11,10
50,54,4,7
70,9,5,5
33,38,22,11
62,16,10,8
59,88,13,9
46,10,8,7
36,30,6,9
21,0,1,1
34,24,19,6
61,9,6,6
69,79,11,22
23,7,5,5
46,22,7,5
29,6,2,1
28,28,17,11
64,11,5,5
71,70,60,33
73,14,11,11
19,22,4,7
54,13,7,7
85,59,19,20
67,24,16,13
51,44,19,6
61,5,1,1
39,42,5,7
58,9,4,4
69,81,54,25
25,4,1,2
45,47,8,8
36,7,4,4
43,62,10,19
21,1,2,2
53,45,20,9
48,1,1,1
31,24,10,13
97,20,6,5
77,64,7,10
17,0,1,1
66,76,41,20
47,12,9,6
92,87,16,15
68,10,8,7
75,84,27,24
35,2,2,2
71,82,34,20
70,13,9,7
25,38,8,12
35,8,5,4
58,97,17,13
57,15,10,10
26,35,17,10
50,3,2,2
42,42,22,8
57,8,2,2
46,40,14,14
85,18,10,8
78,114,18,9
50,7,5,4
56,82,15,7
24,2,0,1
53,41,3,5
81,14,11,11
39,56,5,7
90,20,13,11
64,93,14,7
75,24,18,15
90,79,11,9
41,7,4,4
76,80,35,10
41,10,6,5
34,26,10,11
33,7,3,3
58,89,47,15
35,3,2,2
77,75,28,18
42,13,8,8
25,48,13,8
91,28,18,15
47,44,22,9
75,16,11,10
29,27,28,8
72,15,11,10
35,49,36,6
20,1,1,2
60,89,64,10
57,10,7,6
60,50,21,6
42,6,2,2
63,52,28,11
74,11,3,3
60,82,34,10
27,3,2,1
50,49,24,10
59,11,7,6
59,42,12,14
30,2,1,1
52,72,19,14
57,18,12,10
41,45,31,22
19,1,1,1
28,37,4,4
28,7,6,4
71,98,39,15
41,5,3,3
65,53,21,11
79,28,20,17
18,24,11,8
42,13,8,7
32,25,18,9
76,8,6,5
27,34,14,11
30,4,2,2
75,66,38,7
38,9,5,3
41,60,19,14
29,7,4,3
76,91,39,10
16,2,2,2
24,31,9,8
76,19,14,12
24,42,19,11
36,4,1,2
22,21,16,8
39,3,1,2
42,64,8,11
54,10,6,5
82,89,11,8
106,17,7,5
66,70,11,12
32,8,5,6
37,36,19,7
54,11,6,5
69,68,18,12
99,21,18,16
20,30,8,7
44,3,1,1
108,103,13,10
42,4,2,1
68,43,37,15
50,6,2,2
33,23,10,8
25,2,2,2
31,21,10,13
52,6,2,2
22,18,9,8
61,21,15,13
23,22,13,8
60,7,6,6
41,56,9,10
69,15,10,8
16,18,18,11
52,8,1,2
105,92,50,13
70,7,2,2
70,84,49,4
80,16,8,7
99,84,11,11
81,15,12,10
52,63,20,7
42,13,7,6
60,57,10,7
102,24,13,11
68,94,24,13
60,7,3,3
27,26,13,7
50,10,5,4
23,39,8,6
101,17,11,10
79,87,51,12
56,3,1,1
43,42,28,12
89,27,16,15
40,44,23,8
54,9,5,5
96,58,42,16
76,20,15,13
54,72,18,14
26,8,5,4
36,43,29,8
64,4,2,1
40,34,15,13
75,29,21,18
91,65,31,20
60,6,3,3
52,54,17,5
43,1,2,1
68,59,19,18
29,9,6,5
70,77,4,8
72,8,4,4
33,44,23,8
54,5,1,2
85,123,43,16
45,1,1,1
54,40,18,7
32,6,4,4
55,62,36,5
52,11,8,8
57,37,32,4
78,22,16,13
56,69,45,12
46,11,5,5
44,40,24,14
86,9,4,4
37,28,21,12
38,6,2,2
73,61,35,16
38,13,7,7
29,35,21,6
27,2,1,2
77,61,15,10
40,3,1,2
87,85,10,10
82,9,3,3
47,37,32,16
62,13,7,7
16,10,12,5
68,15,12,11
75,65,6,7
90,14,7,6
30,35,18,11
63,8,3,3
58,87,20,19
63,13,8,8
23,26,16,8
59,6,2,1
81,54,14,13
39,5,2,2
45,50,16,9
39,2,1,1
63,104,6,6
36,5,2,1
79,50,10,16
70,17,9,8
48,58,44,13
26,2,1,2
20,20,6,9
87,23,12,9
65,64,30,13
58,6,3,3
118,106,7,8
43,10,7,5
21,25,6,5
71,8,7,6
64,71,12,9
72,15,9,7
42,70,9,10
31,3,2,2
74,50,38,8
28,1,1,1
26,26,7,12
45,4,3,3
31,43,6,8
49,5,2,2
18,20,7,6
62,6,5,4
60,54,46,10
70,9,3,1
103,90,8,7
91,20,14,11
40,44,14,6
47,3,3,3
41,45,6,10
57,8,7,6
55,49,27,13
53,5,2,2
78,117,28,24
48,3,2,3
55,64,28,11
53,5,3,3
77,88,40,15
77,12,8,8
31,46,20,8
62,11,7,7
45,49,21,8
74,10,5,5
25,38,15,10
43,6,3,3
22,14,11,5
33,3,1,1
63,69,8,12
62,15,7,6
80,44,7,9
25,4,1,1
47,65,13,10
47,7,5,4
93,67,44,11
26,3,1,3
44,48,25,6
27,5,3,2
39,55,30,11
32,6,2,2
23,25,20,9
64,12,7,7
43,45,24,12
44,5,2,2
44,59,40,12
24,3,1,2
62,60,10,9
97,18,11,9
75,93,53,10
79,13,7,6
49,60,44,16
59,15,7,6
78,65,16,14
35,4,3,3
46,49,6,7
39,6,3,4
65,127,12,5
79,14,6,6
77,50,3,8
33,1,1,1
36,46,15,7
78,11,5,4
43,33,17,13
35,8,6,6
77,91,16,10
72,12,4,3
88,62,42,22
50,3,2,1
76,88,14,10
41,1,1,1
34,36,17,6
33,1,1,1
21,28,13,7
58,14,8,7
31,42,17,6
59,9,7,6
22,19,11,6
70,4,1,1
35,48,17,15
22,4,3,3
83,54,31,9
91,23,19,17
92,91,27,6
29,1,0,1
67,73,8,10
49,8,2,1
60,73,23,10
64,13,9,9
109,94,14,10
88,14,5,6
83,55,55,21
26,8,6,6
28,33,21,9
68,4,2,2
66,79,29,15
30,5,5,3
42,46,16,7
51,12,6,5
86,84,34,8
43,1,1,2
77,65,39,11
19,6,3,3
81,61,25,10
39,4,2,2
49,44,28,4
81,19,11,9
67,57,18,6
65,20,15,14
23,41,21,10
30,3,3,2
60,70,12,8
31,5,3,3
86,76,42,20
76,9,6,5
71,64,44,10
42,10,6,5
43,37,21,10
86,13,4,2
101,68,6,7
40,11,6,4
89,69,13,13
22,1,1,1
70,81,39,21
70,10,9,9
63,69,33,8
49,4,3,2
57,77,7,10
29,1,1,2
51,58,5,4
103,18,7,6
40,55,32,9
47,7,2,2
54,44,25,8
31,5,3,3
85,101,16,12
17,3,1,2
48,67,5,7
33,8,5,5
57,54,30,8
20,1,1,1
47,33,5,7
71,11,6,5
48,51,6,10
46,5,3,3
37,36,6,13
20,3,2,2
41,49,13,9
42,3,2,1
26,29,12,9
89,18,7,7
68,96,14,19
67,9,5,4
35,26,5,6
42,3,1,2
83,83,22,20
45,9,6,5
37,40,29,10
38,7,5,4
27,31,7,6
24,4,3,3
36,28,26,10
30,2,2,2
31,39,23,11
71,11,4,3
69,106,14,15
89,28,19,16
31,28,7,10
65,15,10,9
40,49,14,11
54,5,2,2
25,30,15,12
31,9,5,6
58,63,28,20
23,3,2,2
89,59,6,13
30,4,3,2
59,52,29,13
27,4,1,1
33,26,6,8
33,2,1,1
65,50,26,13
79,12,8,8
28,30,9,9
39,5,2,3
23,27,10,9
21,2,1,1
28,31,22,12
22,7,5,4
81,102,57,31
45,11,7,5
48,67,31,7
63,5,2,1
104,64,52,6
62,23,15,13
19,24,9,6
33,11,7,6
79,72,43,18
63,9,6,5
43,35,18,12
74,13,7,6
34,42,20,9
66,16,9,7
32,42,6,8
97,15,12,11
39,41,20,10
25,4,2,2
55,76,29,10
35,5,2,3
34,45,8,8
70,23,12,10
53,47,8,14
46,9,7,6
26,31,5,6
44,1,1,2
60,59,14,15
43,9,7,6
60,42,5,3
60,10,3,2
32,36,8,12
18,2,1,1
66,82,15,10
72,11,5,4
59,81,6,8
60,14,10,9
48,40,8,10
78,24,15,13
42,56,12,12
32,0,1,1
35,26,11,7
51,5,2,2
61,37,10,10
76,17,12,12
95,87,46,5
69,16,9,7
57,93,33,23
72,11,5,4
26,25,14,6
64,3,1,2
50,36,24,7
71,14,7,6
53,58,29,13
21,6,4,4
33,46,14,8
50,3,2,2
31,52,4,5
59,7,3,3
42,53,18,11
77,28,19,16
29,29,7,6
45,2,2,1
85,65,26,10
62,9,4,3
69,95,33,14
48,3,1,1
83,83,40,21
49,1,1,1
75,83,48,12
84,18,9,9
53,54,22,7
82,12,5,4
43,55,15,9
19,1,1,1
35,49,12,11
33,2,1,2
13,19,4,8
38,6,3,2
30,30,12,11
64,7,2,1
54,75,35,14
18,1,1,2
59,56,31,9
42,4,2,2
38,46,35,12
33,4,3,4
40,61,8,9
81,13,8,7
70,71,12,14
58,11,6,5
54,52,29,14
15,0,1,1
46,39,14,9
31,3,2,3
109,117,40,12
69,26,18,15
87,100,26,7
69,7,3,3
68,71,59,18
52,7,3,4
44,45,31,13
50,15,12,10
48,75,5,6
42,1,1,1
51,53,9,13
20,4,2,2
76,80,21,19
59,15,11,9
73,120,13,8
77,15,11,11
86,118,64,23
43,5,3,3
67,101,32,6
32,0,1,1
35,35,22,11
21,5,3,4
23,18,6,4
19,1,1,1
81,57,45,10
48,8,5,5
49,44,26,21
22,3,2,1
46,42,10,9
16,0,1,1
44,45,10,7
59,4,3,2
23,34,21,9
69,11,7,6
18,19,16,9
24,7,5,5
61,90,20,15
40,3,1,2
104,74,35,6
90,12,9,8
77,62,44,12
22,7,4,4
40,65,41,22
70,10,5,4
54,51,32,12
45,2,1,1
56,62,18,15
42,7,3,3
28,27,10,7
73,15,11,9
52,47,26,7
47,7,2,2
47,50,13,12
48,5,2,2
50,79,41,18
48,6,3,3
39,33,25,10
55,4,3,3
90,77,30,15
46,8,6,6
57,48,29,15
13,0,1,1
58,49,38,19
35,3,2,2
71,56,24,7
30,7,4,4
33,19,11,8
33,6,2,2
57,84,11,8
28,4,3,2
56,56,25,13
34,4,2,2
66,42,16,6
86,12,5,6
77,56,9,10
50,6,4,3
38,45,22,15
43,10,7,6
23,23,13,14
72,14,11,10
75,89,17,8
31,8,5,5
39,54,4,4
36,7,4,3
48,35,25,6
48,5,2,2
24,19,17,10
46,9,6,6
42,33,20,12
47,9,7,7
46,68,12,7
58,17,10,9
83,69,17,14
81,14,7,5
72,56,7,11
98,15,4,3
18,22,14,9
15,1,0,1
97,70,30,26
62,14,7,7
39,44,42,18
29,5,2,2
74,59,34,7
50,14,11,8
25,28,17,5
32,7,5,5
74,67,10,12
60,5,2,2
41,51,5,6
40,9,6,5
61,80,40,25
13,1,1,2
29,21,14,6
62,10,6,5
88,98,57,31
17,4,2,1
57,65,13,11
72,20,12,10
29,44,7,9
50,9,6,6
44,51,23,11
45,13,9,8
27,32,16,13
61,11,4,2
34,61,6,7
28,1,1,1
28,29,20,8
63,5,3,4
24,29,11,8
26,4,1,2
26,32,13,11
21,3,1,2
42,45,32,12
24,2,1,2
30,31,15,11
38,2,1,2
28,37,21,14
77,11,6,5
63,53,45,17
74,13,6,6
49,24,17,12
67,12,7,7
60,52,32,12
57,17,13,11
37,37,24,4
74,11,4,3
70,48,12,11
41,8,2,1
21,33,5,8
92,22,16,13
26,26,16,8
17,1,1,1
53,34,21,6
59,13,7,6
58,44,16,12
90,18,12,13
89,104,13,14
56,0,0,1
40,51,39,13
53,17,11,10
15,28,3,7
53,2,1,1
49,52,22,9
82,23,15,13
96,94,13,15
61,10,5,5
56,82,22,10
37,5,3,3
86,75,38,22
70,22,13,12
68,53,10,10
75,8,3,2
104,114,25,23
50,9,3,3
57,40,26,14
44,7,3,2
72,81,29,6
92,24,18,16
77,70,10,10
63,9,5,5
53,44,30,12
58,9,6,5
65,51,41,5
61,7,3,3
50,40,26,14
79,13,10,9
26,24,22,10
22,6,3,3
27,33,11,10
58,13,8,6
81,75,23,10
89,10,3,1
34,31,21,11
63,16,9,8
60,61,8,11
48,8,6,5
69,79,19,12
22,3,2,1
73,61,41,22
84,10,3,3
45,48,12,11
60,16,12,10
39,61,4,5
62,7,3,3
46,47,12,10
88,19,9,8
42,56,11,6
27,4,3,3
80,105,40,14
53,5,4,3
27,32,14,6
65,11,7,6
39,49,16,11
42,3,1,1
15,22,3,4
38,8,6,5
98,71,46,17
98,11,6,6
32,41,19,5
67,9,5,4
47,36,28,7
67,24,16,14
57,42,14,11
64,23,16,15
70,52,25,11
34,3,2,2
92,76,35,13
30,3,2,2
43,53,7,8
19,1,1,1
73,64,12,17
87,21,13,12
86,97,62,11
71,8,6,5
31,29,20,7
75,13,9,9
73,62,36,18
63,23,16,14
31,59,31,9
67,24,16,14
54,73,12,5
104,18,6,5
31,42,28,13
82,13,6,5
37,34,31,15
102,16,4,2
74,106,12,11
53,1,1,1
40,56,16,5
56,12,6,6
53,51,35,14
46,2,2,2
31,33,23,5
103,24,17,14
34,38,11,10
42,3,3,3
35,33,11,13
39,1,1,1
33,23,11,8
67,10,3,2
49,66,7,4
28,3,2,2
61,83,33,11
93,26,16,14
58,73,39,25
52,9,6,6
39,27,21,10
57,10,8,8
75,98,47,30
21,4,1,2
63,60,10,13
21,2,1,1
31,36,8,6
34,12,8,7
56,33,20,14
56,13,8,7
41,28,15,12
40,2,1,2
53,58,13,12
17,1,1,1
53,58,24,9
92,16,10,8
29,35,10,10
35,9,5,4
55,43,45,7
53,6,3,2
43,59,35,10
54,4,3,3
68,62,27,19
71,20,12,10
60,50,41,9
80,15,10,9
50,74,18,12
34,9,7,7
53,60,47,31
36,1,1,1
43,45,36,10
40,1,1,1
81,47,32,8
86,17,8,7
45,41,9,8
26,3,2,2
29,20,12,10
73,8,4,3
40,34,8,7
25,2,1,1
64,66,46,12
42,12,8,8
47,56,5,6
21,6,4,3
66,72,54,14
61,19,12,10
52,39,17,13
19,2,1,1
42,39,18,9
54,17,10,9
78,72,41,8
91,14,12,10
36,32,12,8
17,1,1,1
23,20,19,4
36,4,3,3
31,25,17,14
59,8,5,4
73,75,27,13
94,20,14,13
78,75,16,13
16,1,1,1
92,93,31,16
23,1,1,1
59,47,27,11
43,4,2,2
33,34,31,12
68,9,3,2
27,23,13,7
73,11,6,4
58,59,30,8
21,1,1,1
60,51,9,4
61,3,2,2
50,46,9,9
24,5,2,2
45,39,10,13
55,13,8,7
39,37,22,5
63,6,4,4
65,52,8,6
65,15,11,10
48,55,25,8
53,12,7,7
36,28,20,9
49,11,9,8
41,36,24,9
37,5,3,2
17,15,19,12
26,3,3,3
72,88,35,21
53,8,3,3
65,78,22,10
28,6,4,3
72,65,19,20
25,3,2,2
55,45,32,11
53,17,12,11
75,104,48,15
59,17,10,9
81,33,28,12
61,5,2,2
97,90,11,13
51,8,5,5
44,48,20,3
98,16,6,4
56,54,15,14
38,5,1,2
28,27,11,6
58,17,12,9
30,45,35,18
32,4,3,3
37,51,9,8
68,10,7,6
61,71,23,13
43,1,1,2
46,62,41,10
94,30,18,16
65,69,21,18
60,7,3,3
19,20,17,18
66,7,5,5
56,44,24,10
70,7,4,3
33,28,7,10
55,14,11,9
19,27,9,8
25,6,3,3
93,72,34,15
46,7,3,3
54,77,29,6
24,1,1,2
86,84,11,10
39,4,1,1
51,49,36,8
40,6,2,1
30,27,15,5
31,11,8,7
23,32,19,11
25,4,1,1
33,37,10,6
95,10,4,1
98,84,37,27
25,6,3,3
21,32,12,7
39,1,1,1
36,29,9,8
80,25,19,17
28,43,16,17
62,6,3,3
63,101,13,11
42,4,3,3
75,62,6,8
48,15,10,9
24,30,10,9
102,21,14,13
78,89,28,10
46,5,3,3
31,36,11,12
69,12,7,7
80,76,45,21
16,1,0,1
41,38,20,12
41,2,1,2
24,22,19,13
18,5,3,3
39,53,12,10
48,3,3,2
32,31,31,7
58,10,7,5
54,56,20,14
45,2,1,1
87,66,15,12
38,6,2,1
38,46,18,5
99,17,11,10
52,59,37,12
57,9,7,7
64,56,33,13
41,2,2,1
27,23,15,10
101,23,13,11
36,31,20,8
35,3,2,2
71,71,26,22
37,5,3,3
35,34,32,10
30,7,5,4
52,56,32,19
59,7,5,4
51,51,26,11
86,19,13,12
61,82,11,13
58,9,4,4
68,91,48,9
33,7,6,4
33,22,13,5
32,8,6,6
27,24,4,3
25,8,5,4
35,45,30,12
98,17,9,7
81,69,65,21
58,10,8,8
105,57,46,9
100,16,5,2
24,25,18,16
72,12,7,6
86,84,25,15
37,6,2,2
48,69,26,12
17,0,1,2
40,42,11,12
32,6,4,3
88,93,49,17
60,9,5,6
20,27,7,7
28,6,4,4
28,49,10,8
82,10,7,5
79,43,41,22
19,5,2,3
75,70,51,22
49,6,2,2
61,44,24,10
34,1,1,1
34,44,30,5
93,27,16,13
24,27,13,9
78,23,17,16
89,72,37,14
49,2,1,1
66,82,49,20
43,4,1,2
33,24,29,8
70,4,3,3
37,38,20,9
51,8,4,4
52,58,27,11
33,6,3,2
65,85,12,7
51,12,8,7
46,56,12,12
45,2,1,1
37,37,25,9
50,15,8,6
33,47,13,9
83,14,9,8
46,36,9,8
25,3,3,3
33,50,19,10
59,14,11,10
76,53,36,17
20,4,2,2
59,74,6,7
50,11,5,6
90,63,9,9
72,25,17,15
28,33,16,16
81,17,12,11
44,44,16,13
72,22,16,14
31,35,8,7
53,9,6,6
44,52,4,4
42,10,5,4
20,18,13,9
49,1,1,1
37,38,20,10
90,21,18,15
58,36,25,6
32,4,3,3
82,59,37,6
50,9,5,5
56,62,44,11
32,5,4,3
63,87,35,19
46,5,3,3
54,71,13,7
45,13,10,9
15,14,14,8
44,13,8,7
51,41,13,9
44,5,4,3
82,44,33,5
31,3,2,2
36,29,16,12
89,27,17,14
38,40,5,6
77,12,5,4
43,41,21,12
47,14,12,10
41,67,5,7
53,2,1,2
63,62,22,9
45,10,6,5
24,26,5,6
23,0,1,1
21,21,10,13
55,14,10,9
26,26,10,8
49,2,1,1
71,66,35,17
46,4,2,1
33,47,13,11
31,3,2,2
26,22,21,5
40,7,2,1
93,79,24,17
86,13,8,7
47,47,34,13
74,8,4,3
66,98,16,7
41,7,3,3
40,38,14,11
32,5,3,3
53,43,54,17
50,8,6,5
27,28,15,9
68,11,9,8
29,31,15,8
60,16,13,12
41,54,18,20
54,6,5,4
67,37,40,20
29,0,1,1
38,28,20,6
84,17,13,12
32,38,18,14
25,3,2,2
82,78,49,24
18,2,1,2
71,82,24,9
70,15,11,10
44,45,32,12
84,20,13,12
42,42,26,12
24,4,1,2
32,23,5,4
40,12,7,6
94,72,5,6
83,12,7,6
64,70,19,16
22,1,1,2
47,37,7,9
23,0,1,1
29,42,12,11
36,5,3,3
56,44,15,6
80,10,7,5
53,67,27,15
59,3,2,2
23,41,18,9
87,19,9,8
33,56,5,7
104,16,5,5
42,48,26,7
34,7,4,4
63,80,12,16
89,12,7,5
101,55,51,14
79,29,20,17
26,18,10,10
21,3,2,2
68,83,35,10
27,5,2,2
36,38,23,18
57,21,15,12
86,89,41,16
77,14,10,9
36,40,31,15
74,26,18,16
91,99,36,19
41,8,6,6
79,81,33,20
53,6,2,1
27,33,15,12
68,11,5,6
43,27,7,10
82,22,17,14
71,87,46,9
20,2,1,3
85,101,42,22
32,4,3,3
54,66,4,6
74,18,10,9
72,58,22,12
82,12,3,3
104,107,41,12
60,3,1,1
58,45,18,7
18,2,1,1
49,45,13,12
21,3,2,2
57,65,14,13
24,1,0,1
37,51,17,16
32,0,0,1
17,16,13,6
38,12,8,7
52,52,35,22
90,27,18,15
96,63,58,21
55,3,1,1
31,32,29,22
77,14,11,11
50,71,8,6
42,5,3,2
33,39,21,7
38,2,1,1
84,54,53,18
106,20,13,12
68,105,43,26
90,14,8,7
51,49,24,10
70,8,6,5
42,55,19,10
